Qty, t
0, 0.000000
1, 0.004000
2, 0.007000
3, 0.010000
4, 0.025000
5, 0.028000
6, 0.030000
7, 0.035000
8, 0.041000
9, 0.045000
10, 0.055000
11, 0.057000
12, 0.061000
13, 0.063000
14, 0.065000
15, 0.068000
16, 0.103000
17, 0.106000
18, 0.111000
19, 0.114000
20, 0.117000
21, 0.136000
22, 0.142000
23, 0.147000
24, 0.155000
25, 0.161000
26, 0.165000
27, 0.169000
28, 0.179000
29, 0.190000
30, 0.198000
31, 0.225000
32, 0.229000
33, 0.234000
34, 0.240000
35, 0.248000
36, 0.256000
37, 0.264000
38, 0.271000
39, 0.276000
40, 0.285000
41, 0.295000
42, 0.302000
43, 0.315000
44, 0.319000
45, 0.324000
46, 0.328000
47, 0.334000
48, 0.348000
49, 0.352000
50, 0.360000
51, 0.374000
52, 0.387000
53, 0.393000
54, 0.398000
55, 0.402000
56, 0.405000
57, 0.409000
58, 0.411000
59, 0.420000
60, 0.441000
