Qty, t
10, 0.000000
11, 1.854000
12, 3.066000
13, 4.521000
14, 5.749000
15, 6.977000
16, 8.241000
17, 9.477000
18, 11.553000
19, 12.997000
20, 14.705000
21, 15.855000
22, 17.288000
23, 18.294001
24, 19.451000
25, 20.466000
26, 21.471001
27, 22.618000
28, 23.622999
29, 24.771000
30, 25.777000
31, 26.950001
32, 28.118999
33, 29.750000
34, 31.337000
35, 32.360001
36, 33.384998
37, 34.542000
38, 35.563999
39, 36.588001
40, 37.891998
41, 40.168999
42, 41.790001
43, 43.145000
44, 44.486000
45, 45.838001
46, 47.448002
47, 48.800999
48, 50.158001
49, 51.766998
50, 53.370998
51, 54.728001
52, 55.692001
53, 56.652000
54, 57.869999
55, 58.837002
56, 59.803001
57, 60.905998
58, 61.999001
59, 63.087002
60, 64.049004
