Qty, t
10, 0.000000
11, 1.215000
12, 2.089000
13, 2.837000
14, 4.067000
15, 4.824000
16, 5.585000
17, 6.467000
18, 7.230000
19, 7.995000
20, 8.874000
21, 9.783000
22, 10.958000
23, 11.749000
24, 12.674000
25, 13.476000
26, 14.266000
27, 15.191000
28, 15.971000
29, 16.889999
30, 17.674999
31, 18.679001
32, 19.670000
33, 20.874001
34, 21.865000
35, 22.875000
36, 23.878000
37, 24.884001
38, 26.464001
39, 27.657000
40, 29.061001
41, 31.090000
42, 32.284000
43, 33.465000
44, 34.657001
45, 36.102001
46, 37.291000
47, 38.472000
48, 40.411999
49, 41.837002
50, 43.022999
51, 45.889999
52, 47.237999
53, 48.589001
54, 50.563999
55, 51.908001
56, 53.237999
57, 54.891998
58, 56.535999
59, 58.193001
60, 59.542000
