Qty, t
10, 0.000000
11, 0.200000
12, 0.355000
13, 0.494000
14, 0.676000
15, 0.817000
16, 0.958000
17, 1.108000
18, 1.249000
19, 1.385000
20, 1.557000
21, 1.949000
22, 2.294000
23, 2.723000
24, 3.076000
25, 3.426000
26, 3.775000
27, 4.116000
28, 4.705000
29, 5.133000
30, 5.650000
31, 7.523000
32, 8.206000
33, 8.888000
34, 9.974000
35, 10.660000
36, 11.344000
37, 12.228000
38, 13.111000
39, 13.995000
40, 14.678000
41, 15.243000
42, 15.762000
43, 16.284000
44, 16.802999
45, 17.466999
46, 17.993999
47, 18.521000
48, 19.472000
49, 20.135000
50, 20.660000
51, 21.268999
52, 21.865000
53, 22.340000
54, 22.813000
55, 23.292000
56, 23.882999
57, 24.362000
58, 24.834999
59, 25.431999
60, 26.032000
