Qty, t
10, 0.000000
11, 0.872000
12, 1.654000
13, 2.189000
14, 2.806000
15, 3.334000
16, 3.865000
17, 4.481000
18, 5.005000
19, 5.621000
20, 6.146000
21, 6.751000
22, 7.358000
23, 7.883000
24, 8.658000
25, 9.182000
26, 9.705000
27, 10.312000
28, 10.836000
29, 11.361000
30, 11.968000
31, 13.624000
32, 14.693000
33, 15.566000
34, 16.438999
35, 17.304001
36, 18.374001
37, 19.240999
38, 20.108999
39, 21.172001
40, 22.441999
41, 24.601000
42, 25.528000
43, 26.448000
44, 27.368999
45, 28.506001
46, 29.431000
47, 30.657000
48, 32.009998
49, 33.145000
50, 34.071999
51, 36.910999
52, 38.022999
53, 39.134998
54, 40.800999
55, 41.915001
56, 43.023998
57, 44.418999
58, 45.810001
59, 47.202999
60, 48.316002
