Qty, t
10, 0.000000
11, 0.030000
12, 0.044000
13, 0.073000
14, 0.114000
15, 0.127000
16, 0.139000
17, 0.178000
18, 0.189000
19, 0.197000
20, 0.209000
21, 0.230000
22, 0.237000
23, 0.252000
24, 0.264000
25, 0.279000
26, 0.294000
27, 0.306000
28, 0.327000
29, 0.346000
30, 0.366000
31, 0.376000
32, 0.392000
33, 0.407000
34, 0.421000
35, 0.438000
36, 0.445000
37, 0.452000
38, 0.465000
39, 0.470000
40, 0.476000
41, 0.522000
42, 0.570000
43, 0.577000
44, 0.584000
45, 0.634000
46, 0.678000
47, 0.726000
48, 0.747000
49, 0.756000
50, 0.764000
51, 0.782000
52, 0.785000
53, 0.791000
54, 0.794000
55, 0.799000
56, 0.805000
57, 0.827000
58, 0.830000
59, 0.835000
60, 0.840000
