Qty, t
10, 0.000000
11, 0.222000
12, 0.242000
13, 0.266000
14, 0.317000
15, 0.376000
16, 0.387000
17, 0.395000
18, 0.428000
19, 0.448000
20, 0.472000
21, 0.494000
22, 0.505000
23, 0.542000
24, 0.548000
25, 0.554000
26, 0.562000
27, 0.569000
28, 0.576000
29, 0.595000
30, 0.606000
31, 0.619000
32, 0.623000
33, 0.629000
34, 0.633000
35, 0.638000
36, 0.644000
37, 0.652000
38, 0.654000
39, 0.657000
40, 0.666000
41, 0.675000
42, 0.681000
43, 0.695000
44, 0.728000
45, 0.735000
46, 0.750000
47, 0.757000
48, 0.779000
49, 0.802000
50, 0.821000
51, 0.840000
52, 0.863000
53, 0.867000
54, 0.877000
55, 0.887000
56, 0.895000
57, 0.905000
58, 0.915000
59, 0.925000
60, 0.931000
