Qty, t
10, 0.000000
11, 0.009000
12, 0.015000
13, 0.025000
14, 0.034000
15, 0.067000
16, 0.075000
17, 0.082000
18, 0.094000
19, 0.103000
20, 0.111000
21, 0.131000
22, 0.150000
23, 0.171000
24, 0.192000
25, 0.204000
26, 0.217000
27, 0.260000
28, 0.277000
29, 0.283000
30, 0.308000
31, 0.334000
32, 0.356000
33, 0.367000
34, 0.383000
35, 0.401000
36, 0.419000
37, 0.431000
38, 0.441000
39, 0.454000
40, 0.475000
41, 0.483000
42, 0.488000
43, 0.492000
44, 0.496000
45, 0.502000
46, 0.506000
47, 0.509000
48, 0.514000
49, 0.521000
50, 0.525000
51, 0.531000
52, 0.542000
53, 0.551000
54, 0.561000
55, 0.567000
56, 0.574000
57, 0.579000
58, 0.581000
59, 0.589000
60, 0.598000
