Qty, t
10, 0.000000
11, 0.008000
12, 0.023000
13, 0.035000
14, 0.066000
15, 0.075000
16, 0.082000
17, 0.086000
18, 0.091000
19, 0.098000
20, 0.105000
21, 0.131000
22, 0.144000
23, 0.156000
24, 0.178000
25, 0.185000
26, 0.198000
27, 0.211000
28, 0.223000
29, 0.257000
30, 0.277000
31, 0.304000
32, 0.328000
33, 0.337000
34, 0.367000
35, 0.385000
36, 0.403000
37, 0.421000
38, 0.432000
39, 0.449000
40, 0.460000
41, 0.471000
42, 0.485000
43, 0.534000
44, 0.582000
45, 0.626000
46, 0.678000
47, 0.685000
48, 0.734000
49, 0.739000
50, 0.786000
51, 0.791000
52, 0.797000
53, 0.807000
54, 0.812000
55, 0.820000
56, 0.854000
57, 0.860000
58, 0.869000
59, 0.878000
60, 0.888000
