Qty, t
10, 0.000000
11, 0.028000
12, 0.041000
13, 0.079000
14, 0.128000
15, 0.141000
16, 0.177000
17, 0.189000
18, 0.201000
19, 0.207000
20, 0.218000
21, 0.254000
22, 0.265000
23, 0.279000
24, 0.299000
25, 0.308000
26, 0.325000
27, 0.346000
28, 0.361000
29, 0.389000
30, 0.409000
31, 0.423000
32, 0.445000
33, 0.463000
34, 0.470000
35, 0.478000
36, 0.488000
37, 0.497000
38, 0.504000
39, 0.516000
40, 0.529000
41, 0.539000
42, 0.543000
43, 0.546000
44, 0.550000
45, 0.557000
46, 0.564000
47, 0.568000
48, 0.572000
49, 0.577000
50, 0.584000
51, 0.593000
52, 0.600000
53, 0.650000
54, 0.698000
55, 0.746000
56, 0.756000
57, 0.761000
58, 0.826000
59, 0.833000
60, 0.842000
