Qty, t
10, 0.000000
11, 0.007000
12, 0.010000
13, 0.016000
14, 0.021000
15, 0.033000
16, 0.037000
17, 0.049000
18, 0.055000
19, 0.060000
20, 0.063000
21, 0.068000
22, 0.072000
23, 0.076000
24, 0.088000
25, 0.095000
26, 0.101000
27, 0.104000
28, 0.107000
29, 0.109000
30, 0.114000
31, 0.161000
32, 0.205000
33, 0.209000
34, 0.253000
35, 0.301000
36, 0.345000
37, 0.393000
38, 0.399000
39, 0.445000
40, 0.452000
41, 0.460000
42, 0.466000
43, 0.470000
44, 0.473000
45, 0.475000
46, 0.477000
47, 0.481000
48, 0.484000
49, 0.500000
50, 0.503000
51, 0.505000
52, 0.507000
53, 0.510000
54, 0.514000
55, 0.517000
56, 0.535000
57, 0.537000
58, 0.538000
59, 0.540000
60, 0.542000
