Qty, t
10, 0.000000
11, 0.210000
12, 0.212000
13, 0.258000
14, 0.263000
15, 0.306000
16, 0.350000
17, 0.356000
18, 0.406000
19, 0.409000
20, 0.412000
21, 0.420000
22, 0.422000
23, 0.426000
24, 0.429000
25, 0.431000
26, 0.433000
27, 0.436000
28, 0.445000
29, 0.453000
30, 0.457000
31, 0.466000
32, 0.470000
33, 0.473000
34, 0.475000
35, 0.478000
36, 0.481000
37, 0.483000
38, 0.485000
39, 0.489000
40, 0.498000
41, 0.515000
42, 0.530000
43, 0.532000
44, 0.536000
45, 0.539000
46, 0.542000
47, 0.546000
48, 0.549000
49, 0.552000
50, 0.555000
51, 0.576000
52, 0.577000
53, 0.578000
54, 0.579000
55, 0.582000
56, 0.584000
57, 0.584000
58, 0.585000
59, 0.587000
60, 0.588000
