Qty, t
0, 0.000000
1, 0.020000
2, 0.026000
3, 0.035000
4, 0.047000
5, 0.054000
6, 0.057000
7, 0.062000
8, 0.067000
9, 0.071000
10, 0.076000
11, 0.083000
12, 0.088000
13, 0.091000
14, 0.094000
15, 0.100000
16, 0.126000
17, 0.130000
18, 0.139000
19, 0.146000
20, 0.149000
21, 0.160000
22, 0.169000
23, 0.176000
24, 0.183000
25, 0.189000
26, 0.193000
27, 0.197000
28, 0.205000
29, 0.211000
30, 0.219000
31, 0.227000
32, 0.234000
33, 0.242000
34, 0.247000
35, 0.253000
36, 0.258000
37, 0.262000
38, 0.265000
39, 0.271000
40, 0.282000
41, 0.286000
42, 0.289000
43, 0.294000
44, 0.311000
45, 0.316000
46, 0.334000
47, 0.339000
48, 0.353000
49, 0.358000
50, 0.369000
51, 0.373000
52, 0.378000
53, 0.386000
54, 0.392000
55, 0.395000
56, 0.399000
57, 0.405000
58, 0.407000
59, 0.412000
60, 0.415000
