Qty, t
10, 0.000000
11, 0.008000
12, 0.014000
13, 0.018000
14, 0.021000
15, 0.026000
16, 0.030000
17, 0.035000
18, 0.042000
19, 0.046000
20, 0.051000
21, 0.059000
22, 0.064000
23, 0.114000
24, 0.125000
25, 0.294000
26, 0.299000
27, 0.308000
28, 0.330000
29, 0.332000
30, 0.336000
31, 0.347000
32, 0.350000
33, 0.354000
34, 0.362000
35, 0.365000
36, 0.386000
37, 0.391000
38, 0.395000
39, 0.401000
40, 0.410000
41, 0.418000
42, 0.422000
43, 0.425000
44, 0.443000
45, 0.448000
46, 0.452000
47, 0.454000
48, 0.457000
49, 0.463000
50, 0.482000
51, 0.493000
52, 0.498000
53, 0.570000
54, 0.575000
55, 0.618000
56, 0.662000
57, 0.667000
58, 0.715000
59, 0.718000
60, 0.762000
