Qty, t
10, 0.000000
11, 0.006000
12, 0.011000
13, 0.016000
14, 0.019000
15, 0.023000
16, 0.025000
17, 0.028000
18, 0.036000
19, 0.042000
20, 0.092000
21, 0.100000
22, 0.272000
23, 0.275000
24, 0.283000
25, 0.288000
26, 0.307000
27, 0.314000
28, 0.322000
29, 0.326000
30, 0.333000
31, 0.339000
32, 0.343000
33, 0.345000
34, 0.369000
35, 0.372000
36, 0.376000
37, 0.381000
38, 0.385000
39, 0.388000
40, 0.390000
41, 0.396000
42, 0.401000
43, 0.404000
44, 0.421000
45, 0.425000
46, 0.430000
47, 0.433000
48, 0.437000
49, 0.457000
50, 0.464000
51, 0.504000
52, 0.520000
53, 0.523000
54, 0.525000
55, 0.529000
56, 0.531000
57, 0.532000
58, 0.534000
59, 0.536000
60, 0.541000
