Qty, t
10, 0.000000
11, 0.006000
12, 0.013000
13, 0.020000
14, 0.027000
15, 0.030000
16, 0.035000
17, 0.039000
18, 0.042000
19, 0.045000
20, 0.051000
21, 0.058000
22, 0.061000
23, 0.064000
24, 0.075000
25, 0.078000
26, 0.080000
27, 0.086000
28, 0.094000
29, 0.104000
30, 0.109000
31, 0.161000
32, 0.205000
33, 0.208000
34, 0.211000
35, 0.253000
36, 0.301000
37, 0.345000
38, 0.354000
39, 0.372000
40, 0.379000
41, 0.384000
42, 0.385000
43, 0.387000
44, 0.388000
45, 0.389000
46, 0.390000
47, 0.391000
48, 0.393000
49, 0.394000
50, 0.395000
51, 0.400000
52, 0.405000
53, 0.407000
54, 0.410000
55, 0.411000
56, 0.414000
57, 0.417000
58, 0.420000
59, 0.423000
60, 0.427000
