Qty, t
10, 0.000000
11, 0.027000
12, 0.039000
13, 0.050000
14, 0.064000
15, 0.073000
16, 0.088000
17, 0.104000
18, 0.120000
19, 0.134000
20, 0.149000
21, 0.160000
22, 0.173000
23, 0.182000
24, 0.198000
25, 0.216000
26, 0.228000
27, 0.255000
28, 0.280000
29, 0.287000
30, 0.300000
31, 0.310000
32, 0.326000
33, 0.330000
34, 0.337000
35, 0.349000
36, 0.361000
37, 0.370000
38, 0.382000
39, 0.387000
40, 0.395000
41, 0.403000
42, 0.413000
43, 0.470000
44, 0.522000
45, 0.570000
46, 0.626000
47, 0.678000
48, 0.726000
49, 0.749000
50, 0.759000
51, 0.786000
52, 0.791000
53, 0.796000
54, 0.804000
55, 0.817000
56, 0.843000
57, 0.846000
58, 0.852000
59, 0.858000
60, 0.862000
