Qty, t
10, 0.000000
11, 0.024000
12, 0.038000
13, 0.045000
14, 0.058000
15, 0.067000
16, 0.113000
17, 0.129000
18, 0.141000
19, 0.155000
20, 0.164000
21, 0.481000
22, 0.489000
23, 0.494000
24, 0.498000
25, 0.507000
26, 0.510000
27, 0.513000
28, 0.517000
29, 0.518000
30, 0.521000
31, 0.531000
32, 0.547000
33, 0.555000
34, 0.561000
35, 0.573000
36, 0.582000
37, 0.612000
38, 0.616000
39, 0.628000
40, 0.642000
41, 0.650000
42, 0.658000
43, 0.665000
44, 0.671000
45, 0.685000
46, 0.696000
47, 0.705000
48, 0.731000
49, 0.745000
50, 0.759000
51, 0.773000
52, 0.785000
53, 0.809000
54, 0.816000
55, 0.825000
56, 0.850000
57, 0.863000
58, 0.869000
59, 0.881000
60, 0.892000
