Qty, t
10, 0.000000
11, 0.002000
12, 0.003000
13, 0.004000
14, 0.006000
15, 0.007000
16, 0.008000
17, 0.010000
18, 0.010000
19, 0.012000
20, 0.013000
21, 0.017000
22, 0.020000
23, 0.023000
24, 0.025000
25, 0.028000
26, 0.032000
27, 0.034000
28, 0.037000
29, 0.045000
30, 0.054000
31, 0.058000
32, 0.065000
33, 0.069000
34, 0.092000
35, 0.298000
36, 0.302000
37, 0.310000
38, 0.314000
39, 0.320000
40, 0.328000
41, 0.357000
42, 0.364000
43, 0.370000
44, 0.380000
45, 0.383000
46, 0.388000
47, 0.393000
48, 0.398000
49, 0.404000
50, 0.408000
51, 0.412000
52, 0.415000
53, 0.418000
54, 0.420000
55, 0.423000
56, 0.440000
57, 0.444000
58, 0.458000
59, 0.462000
60, 0.469000
