Qty, t
10, 0.000000
11, 2.107000
12, 3.955000
13, 5.215000
14, 6.674000
15, 7.936000
16, 9.193000
17, 10.650000
18, 11.906000
19, 13.367000
20, 14.627000
21, 16.094000
22, 17.547001
23, 18.802999
24, 20.672001
25, 21.934999
26, 23.202000
27, 24.664000
28, 25.922001
29, 27.179001
30, 28.834999
31, 30.344000
32, 31.841000
33, 33.610001
34, 35.101002
35, 36.608002
36, 38.110001
37, 39.610001
38, 41.943001
39, 43.722000
40, 45.771999
41, 47.213001
42, 48.243999
43, 49.291000
44, 50.319000
45, 51.491001
46, 52.542999
47, 53.584999
48, 55.020000
49, 56.200001
50, 57.237999
51, 59.148998
52, 61.063000
53, 62.662998
54, 64.260002
55, 65.857002
56, 67.758003
57, 69.362000
58, 70.955002
59, 72.865997
60, 74.780998
