Qty, t
10, 0.000000
11, 0.561000
12, 0.681000
13, 0.755000
14, 0.846000
15, 0.920000
16, 0.996000
17, 1.084000
18, 1.158000
19, 1.249000
20, 1.323000
21, 1.847000
22, 2.125000
23, 2.484000
24, 3.071000
25, 3.349000
26, 3.625000
27, 3.903000
28, 4.427000
29, 4.789000
30, 5.233000
31, 6.139000
32, 6.608000
33, 7.075000
34, 7.545000
35, 8.155000
36, 8.623000
37, 9.088000
38, 9.992000
39, 10.607000
40, 11.073000
41, 11.917000
42, 12.408000
43, 12.792000
44, 13.177000
45, 13.555000
46, 14.049000
47, 14.434000
48, 14.809000
49, 15.306000
50, 15.802000
51, 17.606001
52, 18.231001
53, 18.857000
54, 19.874001
55, 20.493999
56, 21.115999
57, 21.952000
58, 22.784000
59, 23.612000
60, 24.233999
