Qty, t
10, 0.000000
11, 2.487000
12, 3.733000
13, 5.219000
14, 6.453000
15, 7.710000
16, 8.942000
17, 10.184000
18, 12.071000
19, 13.522000
20, 15.186000
21, 16.363001
22, 17.827999
23, 18.843000
24, 19.996000
25, 21.016001
26, 22.035000
27, 23.195000
28, 24.222000
29, 25.384001
30, 26.392000
31, 27.556000
32, 28.746000
33, 29.754000
34, 31.358000
35, 32.384998
36, 33.407001
37, 34.556999
38, 35.582001
39, 36.601002
40, 37.922001
41, 40.173000
42, 41.787998
43, 43.134998
44, 44.499001
45, 45.860001
46, 47.478001
47, 48.813000
48, 50.159000
49, 51.757999
50, 53.376999
51, 54.727001
52, 55.722000
53, 56.692001
54, 57.903000
55, 58.896000
56, 59.874001
57, 60.976002
58, 62.070999
59, 63.158001
60, 64.132004
