Qty, t
10, 0.000000
11, 0.201000
12, 0.358000
13, 0.499000
14, 0.681000
15, 0.821000
16, 0.963000
17, 1.115000
18, 1.258000
19, 1.393000
20, 1.553000
21, 1.938000
22, 2.831000
23, 3.257000
24, 3.607000
25, 3.954000
26, 4.297000
27, 4.641000
28, 5.233000
29, 5.663000
30, 6.168000
31, 8.032000
32, 8.714000
33, 9.398000
34, 10.478000
35, 11.164000
36, 11.850000
37, 12.731000
38, 13.609000
39, 14.486000
40, 15.170000
41, 15.748000
42, 16.268999
43, 16.792000
44, 17.313999
45, 17.980000
46, 18.500000
47, 19.023001
48, 19.983999
49, 20.650000
50, 21.170000
51, 21.783001
52, 22.379999
53, 22.849001
54, 23.316999
55, 23.791000
56, 24.393000
57, 24.862000
58, 25.333000
59, 25.936001
60, 26.539000
