Qty, t
0, 0.000000
1, 0.008000
2, 0.018000
3, 0.027000
4, 0.045000
5, 0.054000
6, 0.065000
7, 0.072000
8, 0.079000
9, 0.082000
10, 0.087000
11, 0.093000
12, 0.096000
13, 0.099000
14, 0.101000
15, 0.112000
16, 0.130000
17, 0.138000
18, 0.148000
19, 0.159000
20, 0.167000
21, 0.175000
22, 0.183000
23, 0.190000
24, 0.203000
25, 0.216000
26, 0.221000
27, 0.227000
28, 0.232000
29, 0.236000
30, 0.240000
31, 0.245000
32, 0.252000
33, 0.255000
34, 0.271000
35, 0.277000
36, 0.290000
37, 0.313000
38, 0.320000
39, 0.330000
40, 0.339000
41, 0.341000
42, 0.344000
43, 0.350000
44, 0.369000
45, 0.374000
46, 0.385000
47, 0.391000
48, 0.400000
49, 0.406000
50, 0.429000
51, 0.436000
52, 0.455000
53, 0.463000
54, 0.471000
55, 0.474000
56, 0.477000
57, 0.488000
58, 0.492000
59, 0.496000
60, 0.499000
