Qty, t
0, 0.000000
1, 0.018000
2, 0.028000
3, 0.036000
4, 0.047000
5, 0.057000
6, 0.062000
7, 0.070000
8, 0.077000
9, 0.086000
10, 0.120000
11, 0.124000
12, 0.308000
13, 0.317000
14, 0.321000
15, 0.335000
16, 0.342000
17, 0.347000
18, 0.354000
19, 0.363000
20, 0.369000
21, 0.378000
22, 0.383000
23, 0.386000
24, 0.395000
25, 0.399000
26, 0.403000
27, 0.409000
28, 0.415000
29, 0.420000
30, 0.424000
31, 0.428000
32, 0.433000
33, 0.436000
34, 0.439000
35, 0.443000
36, 0.449000
37, 0.458000
38, 0.462000
39, 0.484000
40, 0.507000
41, 0.510000
42, 0.513000
43, 0.516000
44, 0.518000
45, 0.523000
46, 0.529000
47, 0.531000
48, 0.537000
49, 0.542000
50, 0.554000
51, 0.559000
52, 0.565000
53, 0.568000
54, 0.573000
55, 0.576000
56, 0.581000
57, 0.586000
58, 0.596000
59, 0.602000
60, 0.607000
