Qty, t
0, 0.000000
1, 0.070000
2, 0.072000
3, 0.115000
4, 0.120000
5, 0.163000
6, 0.208000
7, 0.212000
8, 0.255000
9, 0.298000
10, 0.302000
11, 0.304000
12, 0.351000
13, 0.353000
14, 0.357000
15, 0.372000
16, 0.380000
17, 0.386000
18, 0.390000
19, 0.445000
20, 0.455000
21, 0.505000
22, 0.507000
23, 0.512000
24, 0.534000
25, 0.539000
26, 0.582000
27, 0.585000
28, 0.587000
29, 0.608000
30, 0.622000
31, 0.624000
32, 0.640000
33, 0.649000
34, 0.691000
35, 0.739000
36, 0.756000
37, 0.762000
38, 0.767000
39, 0.771000
40, 0.784000
41, 0.792000
42, 0.839000
43, 0.840000
44, 0.883000
45, 0.927000
46, 0.974000
47, 1.018000
48, 1.034000
49, 1.037000
50, 1.043000
51, 1.046000
52, 1.064000
53, 1.108000
54, 1.109000
55, 1.155000
56, 1.207000
57, 1.209000
58, 1.255000
59, 1.271000
60, 1.279000
