Qty, t
0, 0.000000
1, 0.008000
2, 0.015000
3, 0.023000
4, 0.050000
5, 0.057000
6, 0.068000
7, 0.080000
8, 0.084000
9, 0.086000
10, 0.092000
11, 0.096000
12, 0.098000
13, 0.101000
14, 0.104000
15, 0.131000
16, 0.141000
17, 0.149000
18, 0.159000
19, 0.169000
20, 0.176000
21, 0.187000
22, 0.199000
23, 0.214000
24, 0.223000
25, 0.226000
26, 0.231000
27, 0.236000
28, 0.240000
29, 0.244000
30, 0.247000
31, 0.254000
32, 0.275000
33, 0.279000
34, 0.281000
35, 0.300000
36, 0.315000
37, 0.320000
38, 0.325000
39, 0.334000
40, 0.340000
41, 0.344000
42, 0.347000
43, 0.351000
44, 0.370000
45, 0.376000
46, 0.387000
47, 0.394000
48, 0.402000
49, 0.407000
50, 0.428000
51, 0.436000
52, 0.456000
53, 0.461000
54, 0.464000
55, 0.469000
56, 0.475000
57, 0.490000
58, 0.494000
59, 0.498000
60, 0.500000
