Qty, t
10, 0.000000
11, 0.008000
12, 0.055000
13, 0.104000
14, 0.108000
15, 0.153000
16, 0.195000
17, 0.198000
18, 0.204000
19, 0.206000
20, 0.252000
21, 0.400000
22, 0.404000
23, 0.409000
24, 0.411000
25, 0.415000
26, 0.418000
27, 0.421000
28, 0.423000
29, 0.426000
30, 0.430000
31, 0.478000
32, 0.480000
33, 0.483000
34, 0.485000
35, 0.487000
36, 0.489000
37, 0.492000
38, 0.499000
39, 0.504000
40, 0.509000
41, 0.522000
42, 0.530000
43, 0.532000
44, 0.536000
45, 0.539000
46, 0.541000
47, 0.546000
48, 0.548000
49, 0.551000
50, 0.554000
51, 0.571000
52, 0.573000
53, 0.575000
54, 0.577000
55, 0.578000
56, 0.579000
57, 0.581000
58, 0.582000
59, 0.586000
60, 0.589000
