Qty, t
10, 0.000000
11, 0.004000
12, 0.009000
13, 0.053000
14, 0.101000
15, 0.283000
16, 0.289000
17, 0.298000
18, 0.345000
19, 0.350000
20, 0.393000
21, 0.396000
22, 0.398000
23, 0.401000
24, 0.403000
25, 0.405000
26, 0.407000
27, 0.413000
28, 0.420000
29, 0.423000
30, 0.429000
31, 0.709000
32, 0.719000
33, 0.730000
34, 0.743000
35, 0.752000
36, 0.758000
37, 0.765000
38, 0.771000
39, 0.775000
40, 0.781000
41, 0.787000
42, 0.794000
43, 0.813000
44, 0.820000
45, 0.824000
46, 0.827000
47, 0.835000
48, 0.840000
49, 0.844000
50, 0.849000
51, 0.854000
52, 0.860000
53, 0.864000
54, 0.897000
55, 0.901000
56, 0.908000
57, 0.911000
58, 0.913000
59, 0.917000
60, 0.921000
