Qty, t
10, 0.000000
11, 0.006000
12, 0.010000
13, 0.014000
14, 0.016000
15, 0.019000
16, 0.023000
17, 0.026000
18, 0.033000
19, 0.036000
20, 0.040000
21, 0.046000
22, 0.050000
23, 0.054000
24, 0.059000
25, 0.062000
26, 0.065000
27, 0.110000
28, 0.116000
29, 0.125000
30, 0.292000
31, 0.310000
32, 0.327000
33, 0.333000
34, 0.346000
35, 0.350000
36, 0.355000
37, 0.359000
38, 0.382000
39, 0.385000
40, 0.390000
41, 0.393000
42, 0.397000
43, 0.399000
44, 0.401000
45, 0.404000
46, 0.407000
47, 0.409000
48, 0.411000
49, 0.415000
50, 0.420000
51, 0.719000
52, 0.723000
53, 0.726000
54, 0.730000
55, 0.733000
56, 0.736000
57, 0.740000
58, 0.745000
59, 0.747000
60, 0.752000
