Qty, t
10, 0.000000
11, 0.015000
12, 0.018000
13, 0.021000
14, 0.026000
15, 0.029000
16, 0.031000
17, 0.038000
18, 0.041000
19, 0.044000
20, 0.049000
21, 0.054000
22, 0.058000
23, 0.066000
24, 0.076000
25, 0.078000
26, 0.084000
27, 0.089000
28, 0.093000
29, 0.096000
30, 0.101000
31, 0.191000
32, 0.235000
33, 0.238000
34, 0.283000
35, 0.331000
36, 0.375000
37, 0.419000
38, 0.432000
39, 0.441000
40, 0.449000
41, 0.818000
42, 0.826000
43, 0.846000
44, 0.853000
45, 0.856000
46, 0.861000
47, 0.866000
48, 0.870000
49, 0.875000
50, 0.880000
51, 0.893000
52, 0.896000
53, 0.897000
54, 0.901000
55, 0.902000
56, 0.904000
57, 0.908000
58, 0.910000
59, 0.912000
60, 0.914000
