Qty, t
10, 0.000000
11, 0.007000
12, 0.010000
13, 0.015000
14, 0.023000
15, 0.028000
16, 0.033000
17, 0.036000
18, 0.046000
19, 0.049000
20, 0.053000
21, 0.059000
22, 0.064000
23, 0.068000
24, 0.076000
25, 0.079000
26, 0.082000
27, 0.088000
28, 0.094000
29, 0.098000
30, 0.105000
31, 0.111000
32, 0.115000
33, 0.159000
34, 0.204000
35, 0.252000
36, 0.258000
37, 0.263000
38, 0.308000
39, 0.311000
40, 0.317000
41, 0.820000
42, 0.829000
43, 0.846000
44, 0.855000
45, 0.858000
46, 0.863000
47, 0.870000
48, 0.873000
49, 0.879000
50, 0.896000
51, 0.904000
52, 0.908000
53, 0.910000
54, 0.912000
55, 0.915000
56, 0.916000
57, 0.917000
58, 0.919000
59, 0.921000
60, 0.922000
