Qty, t
10, 0.000000
11, 0.369000
12, 0.490000
13, 0.566000
14, 0.660000
15, 0.740000
16, 0.819000
17, 0.913000
18, 0.988000
19, 1.076000
20, 1.152000
21, 1.674000
22, 1.952000
23, 2.313000
24, 2.590000
25, 2.867000
26, 3.145000
27, 3.422000
28, 3.952000
29, 4.311000
30, 4.758000
31, 5.667000
32, 6.132000
33, 6.602000
34, 7.068000
35, 7.681000
36, 8.152000
37, 8.617000
38, 9.521000
39, 10.135000
40, 10.605000
41, 11.463000
42, 11.952000
43, 12.332000
44, 12.710000
45, 13.090000
46, 13.581000
47, 13.966000
48, 14.347000
49, 14.833000
50, 15.328000
51, 17.135000
52, 17.760000
53, 18.382000
54, 19.403999
55, 20.027000
56, 20.648001
57, 21.469999
58, 22.290001
59, 23.108999
60, 23.730000
